Ticker,EPS Estimate,EPS Actual,GICS_SECTOR_NAME,,
BVI FP Equity,0.791818182,0.73,Industrials,,
BWA UN Equity,2.685,0.55,Consumer Discretionary,,
BXB AT Equity,0.42,0.373,Industrials,,
C UN Equity,4.705,4.72,Financials,,
CA FP Equity,1.322857143,1.01,Consumer Staples,,
CA UW Equity,1.79375,1.82,Information Technology,,
CABK SQ Equity,0.197647059,0.18,Financials,,
CAE CT Equity,0.866666667,0.85,Industrials,,
CAG UN Equity,1.93,-1.57,Consumer Staples,,
CAH UN Equity,4.25,4.36,Health Care,,
CAP FP Equity,4.609285714,5.44,Information Technology,,
CARLB DC Equity,30.81583333,29.4,Consumer Staples,,
CAT UN Equity,2.383333333,-0.11,Industrials,,
CB UN Equity,7.574285714,8.94,Financials,,
CBA AT Equity,5.407966667,5.423,Financials,,
CBK GY Equity,0.181538462,0.22,Financials,,
CBOE UW Equity,2.3175,2.27,Financials,,
CBS UN Equity,3.887142857,2.84,Consumer Discretionary,,
CC UN Equity,1.22,0.04,Materials,,
CCE UN Equity,1.64,1.45,Consumer Staples,,
CCH LN Equity,0.841666667,0.95,Consumer Staples,,
CCK UN Equity,3.7875,3.58,Materials,,
CCL AT Equity,0.537057143,0.322,Consumer Staples,,
CCL LN Equity,3.55,3.73,Consumer Discretionary,,
CCL UN Equity,3.55,3.73,Consumer Discretionary,,
CCL/B CT Equity,1.916666667,1.98,Materials,,
CCO CT Equity,0.384285714,-0.16,Energy,,
CD SP Equity,0.148461538,0.1472,Industrials,,
CDK UW Equity,1.52,1.52,Information Technology,,
CDNS UW Equity,0.755,0.71,Information Technology,,
CDW UW Equity,2.503333333,2.59,Information Technology,,
CE UN Equity,6.48,6.21,Materials,,
CELG UW Equity,2.988333333,2.57,Health Care,,
CERN UW Equity,1.966153846,1.88,Health Care,,
CF UN Equity,0.501666667,-1.19,Materials,,
CFG UN Equity,1.95,1.97,Financials,,
CFR SE Equity,4.336470588,3.947,Consumer Discretionary,,
CGF AT Equity,0.7334,0.585,Financials,,
CGNX UW Equity,0.777,0.875,Information Technology,,
CHD UN Equity,1.753333333,1.78,Consumer Staples,,
CHKP UW Equity,4.01,4.26,Information Technology,,
CHR DC Equity,1.4,1.41,Materials,,
CHRW UW Equity,3.578,3.6,Industrials,,
CHTR UW Equity,3.506,17.05,Consumer Discretionary,,
CI UN Equity,7.35625,7.31,Health Care,,
CIM AT Equity,1.6728,1.766,Industrials,,
CINF UW Equity,3.675,3.59,Financials,,
CIT UN Equity,1.4525,-4.2,Financials,,
CIX CT Equity,1.918,1.86,Financials,,
CL UN Equity,2.744,2.74,Consumer Staples,,
CLN SE Equity,0.915625,0.78,Materials,,
CLR UN Equity,-1.240666667,-1.08,Energy,,
CLX UN Equity,4.94875,5.01,Consumer Staples,,
CM CT Equity,10.84,10.72,Financials,,
CMA UN Equity,2.592083333,2.74,Financials,,
CMCSA UW Equity,1.749090909,1.805,Consumer Discretionary,,
CME UW Equity,4.457142857,4.55,Financials,,
CMG UN Equity,0.768181818,0.78,Consumer Discretionary,,
CMI UN Equity,7.976,8.25,Industrials,,
CMS UN Equity,2.015,1.99,Utilities,,
CNA LN Equity,0.158008333,0.314,Utilities,,
CNC UN Equity,2.895,3.52,Health Care,,
CNHI IM Equity,-0.133916667,-0.18,Industrials,,
CNP FP Equity,1.586666667,1.64,Financials,,
CNP UN Equity,1.184117647,1,Utilities,,
CNQ CT Equity,-0.544,-0.19,Energy,,
CNR CT Equity,4.562307692,4.69,Industrials,,
CO FP Equity,0.144285714,23.65,Consumer Staples,,
COB LN Equity,-0.366799574,-0.45883464,Industrials,,
COF UN Equity,7.041666667,6.96,Financials,,
COG UN Equity,-0.262307692,-0.91,Energy,,
COH AT Equity,3.329666667,3.306,Health Care,,
COL UN Equity,5.48,5.58,Industrials,,
COLOB DC Equity,17.66782609,14.846481,Health Care,,
COLR BB Equity,2.490769231,2.49,Consumer Staples,,
COMM UW Equity,1.054,1.16,Information Technology,,
CON GY Equity,13.76470588,14.01,Consumer Discretionary,,
COO UN Equity,6.306666667,5.65,Health Care,,
COP UN Equity,-3.24,-2.91,Energy,,
COST UW Equity,5.2908,5.36,Consumer Staples,,
COTY UN Equity,0.83,0.45,Consumer Staples,,
CP CT Equity,11.02571429,10.69,Industrials,,
CPB UN Equity,2.841428571,1.82,Consumer Staples,,
CPG CT Equity,-0.836,-1.81,Energy,,
CPG LN Equity,0.582333333,0.604,Consumer Discretionary,,
CPI LN Equity,0.379166667,0.0555,Industrials,,
CPR IM Equity,0.141428571,0.145,Consumer Staples,,
CPU AT Equity,0.38125,0.2855,Information Technology,,
CRDA LN Equity,1.5059,1.482,Materials,,
CRH ID Equity,1.483333333,1.502,Materials,,
CRM UN Equity,-0.119583333,-0.07,Information Technology,,
CS FP Equity,2.241111111,2.3,Financials,,
CSCO UW Equity,2.085833333,2.13,Information Technology,,
CSGN SE Equity,-1.062504798,-1.2736944,Financials,,
CSGP UW Equity,2.528,2.64,Industrials,,
CSL AT Equity,2.921666667,2.689,Health Care,,
CSU CT Equity,9.965,9.76,Information Technology,,
CSX UW Equity,1.8,1.81,Industrials,,
CTAS UW Equity,6.033333333,6.342475,Industrials,,
CTC/A CT Equity,9.19,9.25,Consumer Discretionary,,
CTEC LN Equity,-0.1008,-0.15,Health Care,,
CTL UN Equity,1.385454545,1.16,Telecommunication Services,,
CTSH UW Equity,2.636666667,2.56,Information Technology,,
CTX AT Equity,2.2364,2.316,Energy,,
CTXS UW Equity,3.131,3.46,Information Technology,,
CU CT Equity,2.11,2.07,Utilities,,
CVE CT Equity,-0.919230769,-0.65,Energy,,
CVS UN Equity,5.112857143,4.93,Health Care,,
CVX UN Equity,1.388636364,-0.27,Energy,,
CWN AT Equity,0.553733333,1.3026,Consumer Discretionary,,
CXO UN Equity,-10.07833333,-10.85,Energy,,
D UN Equity,3.703333333,3.44,Utilities,,
DAI GY Equity,8.212352941,7.97,Consumer Discretionary,,
DAL UN Equity,5.67,5.82,Industrials,,
DANSKE DC Equity,19.250625,20.05299,Financials,,
DB1 GY Equity,4.5725,6.81,Financials,,
DBK GY Equity,-0.890001486,-1.07993468,Financials,,
DBS SP Equity,1.704444444,1.66,Financials,,
DCC LN Equity,2.1418,2.0264,Industrials,,
DE UN Equity,4.239090909,4.83,Industrials,,
DEC FP Equity,0.918,1.057,Consumer Discretionary,,
DFS UN Equity,5.742142857,5.77,Financials,,
DG FP Equity,4.112142857,4.52,Industrials,,
DG UN Equity,3.918,3.96,Consumer Discretionary,,
DGE LN Equity,0.936678571,0.895,Consumer Staples,,
DGX UN Equity,4.59,4.58,Health Care,,
DHI UN Equity,2.383846154,2.39,Consumer Discretionary,,
DHR UN Equity,2.891666667,3.69,Health Care,,
DIS UN Equity,5.744736842,5.76,Consumer Discretionary,,
DISCA UW Equity,1.900555556,1.97,Consumer Discretionary,,
DISH UW Equity,2.992272727,3.119258,Consumer Discretionary,,
DLG LN Equity,0.1707,0.204,Financials,,
DLTR UW Equity,1.388333333,1.27,Consumer Discretionary,,
DMP AT Equity,0.957466667,0.944,Consumer Discretionary,,
DNB NO Equity,10.83454545,11.46,Financials,,
DOL CT Equity,2.929333333,3.03,Consumer Discretionary,,
DOV UN Equity,3.179090909,3.28,Industrials,,
DPS UN Equity,4.706,4.57,Consumer Staples,,
DPW GY Equity,2.148095238,2.19,Industrials,,
DPZ UN Equity,4.254,4.41,Consumer Discretionary,,
DRI GY Equity,0.837647059,0.48,Telecommunication Services,,
DRI UN Equity,2.82375,2.94,Consumer Discretionary,,
DSM NA Equity,3.299375,3.523704,Materials,,
DSV DC Equity,8.603333333,9.02,Industrials,,
DSY FP Equity,1.821666667,1.76,Information Technology,,
DTE GY Equity,0.958235294,0.58,Telecommunication Services,,
DTE UN Equity,5.284375,4.84,Utilities,,
DUFN SE Equity,0.119090909,0.05,Consumer Discretionary,,
DUK UN Equity,4.0825,3.11,Utilities,,
DVA UN Equity,4.0425,4.36,Health Care,,
DVN UN Equity,-7.167333333,-6.52,Energy,,
DWDP UN Equity,3.08,2.4,Materials,,
DXC UN Equity,2.97,-6.45,Information Technology,,
EA UW Equity,2.125,3.73,Information Technology,,
EBAY UW Equity,2.09,6.41,Information Technology,,
EBS AV Equity,2.977857143,2.93,Financials,,
ECA CT Equity,-0.745,-1.07,Energy,,
ECL UN Equity,4.19125,4.2,Materials,,
ED UN Equity,4.04,4.15,Utilities,,
EDEN FP Equity,0.7925,0.78,Industrials,,
EDF FP Equity,1.216251938,1.06632715,Utilities,,
EDP PL Equity,0.257692308,0.26,Utilities,,
EFN CT Equity,0.545,0.98,Financials,,
EFX UN Equity,4.04,4.1,Industrials,,
EI FP Equity,3.712307692,3.79,Health Care,,
EIX UN Equity,3.907368421,4.02,Utilities,,
EL UN Equity,3.173043478,3.01,Consumer Staples,,
ELE SQ Equity,1.298421053,1.332701,Utilities,,
ELISA FH Equity,1.632916667,1.61,Telecommunication Services,,
ELUXB SS Equity,15.24583333,15.64,Consumer Discretionary,,
EMA CT Equity,1.8,1.33,Utilities,,
EMN UN Equity,6.474,5.8,Materials,,
EMP/A CT Equity,1.482222222,-7.78,Consumer Staples,,
EMR UN Equity,2.505454545,2.53,Industrials,,
EMSN SE Equity,17.9625,19.19,Materials,,
EN FP Equity,1.611666667,2.11,Industrials,,
ENB CT Equity,2.103333333,1.95,Energy,,
ENEL IM Equity,0.322857143,0.26,Utilities,,
ENG SQ Equity,1.751666667,1.749901,Energy,,
ENGI FP Equity,0.977,-0.173205,Utilities,,
ENI IM Equity,-0.428571429,-0.41,Energy,,
EO FP Equity,4.927142857,4.65,Consumer Discretionary,,
EOAN GY Equity,-4.67,-4.328893,Utilities,,
EOG UN Equity,-1.883529412,-1.98,Energy,,
EQT UN Equity,-1.655,-2.71,Energy,,
ERF FP Equity,9.335714286,10.88,Health Care,,
ERICB SS Equity,1.342380952,0.53,Information Technology,,
ES UN Equity,2.985,2.97,Utilities,,
ESRX UW Equity,4.823333333,5.43,Health Care,,
ESSITYB SS Equity,7.084,5.41,Consumer Staples,,
ETFC UW Equity,1.94,1.99,Financials,,
ETL FP Equity,1.42,1.516,Consumer Discretionary,,
ETN UN Equity,4.20375,4.22,Industrials,,
ETR UN Equity,6.890555556,-3.26,Utilities,,
EV UN Equity,2.1225,2.2,Financials,,
EVHC UN Equity,2.748333333,-0.47,Health Care,,
EVK GY Equity,1.70375,1.81,Materials,,
EW UN Equity,2.608333333,2.67,Health Care,,
EWBC UW Equity,2.924285714,3,Financials,,
EXC UN Equity,2.680869565,1.23,Utilities,,
EXO IM Equity,3.19,2.513144,Financials,,
EXPD UW Equity,2.35,2.38,Industrials,,
EXPE UW Equity,2.064347826,1.87,Consumer Discretionary,,
EXPN LN Equity,0.79875,0.786,Industrials,,
EZJ LN Equity,1.081866667,1.084,Industrials,,
F UN Equity,1.6975,1.16,Consumer Discretionary,,
FANG UW Equity,-2.027777778,-2.2,Energy,,
FAST UW Equity,1.711578947,1.73,Industrials,,
FB UW Equity,3.0796875,3.56,Information Technology,,
FBHS UN Equity,2.6325,2.68,Industrials,,
FBU NZ Equity,0.638571429,0.67,Materials,,
FCA IM Equity,1.385,1.192,Consumer Discretionary,,
FCX UN Equity,-3.073333333,-3.16,Materials,,
FDC UN Equity,0.43,0.47,Information Technology,,
FDX UN Equity,10.1275,6.59,Industrials,,
FE UN Equity,-1.08,-14.49,Utilities,,
FER SQ Equity,0.555,0.514418,Industrials,,
FERG LN Equity,2.293633333,2.564,Industrials,,
FFH CT Equity,12.915,-24.18,Financials,,
FFIV UW Equity,5.236875,5.43,Information Technology,,
FGR FP Equity,4.168823529,5.13,Industrials,,
FIS UN Equity,1.808571429,1.74,Information Technology,,
FISV UW Equity,4.1,4.22,Information Technology,,
FITB UW Equity,1.896818182,1.95,Financials,,
FLEX UW Equity,0.895,0.8,Information Technology,,
FLIR UW Equity,1.3325,1.22,Information Technology,,
FLR UN Equity,2.158571429,2.02,Industrials,,
FLS UN Equity,0.993333333,1.11,Industrials,,
FLT AT Equity,2.46261,2.424,Consumer Discretionary,,
FLT UN Equity,5.033333333,4.89,Information Technology,,
FM CT Equity,0.41,-0.07,Materials,,
FMC UN Equity,2.824117647,1.56,Materials,,
FME GY Equity,3.774782609,3.678851202,Health Care,,
FMG AT Equity,0.30375,0.316,Materials,,
FNF UN Equity,2.0575,2.4,Financials,,
FNV CT Equity,0.928333333,0.7,Materials,,
FORTUM FH Equity,0.622352941,0.56,Utilities,,
FOXA UW Equity,1.468571429,1.42,Consumer Discretionary,,
FP FP Equity,3.296315789,2.604256,Energy,,
FPH NZ Equity,0.25,0.256,Health Care,,
FR FP Equity,3.713125,3.91,Consumer Discretionary,,
FRA GY Equity,4.478235294,4.07,Industrials,,
FRC UN Equity,3.896818182,4.07,Financials,,
FRE GY Equity,2.922,2.92,Health Care,,
FRES LN Equity,0.655,0.579,Materials,,
FRUT IT Equity,1.98,1.85,Materials,,
FTI UN Equity,0.635833333,1.06,Energy,,
FTNT UW Equity,0.096923077,0.19,Information Technology,,
FTS CT Equity,1.943333333,1.89,Utilities,,
FTT CT Equity,0.6925,0.38,Industrials,,
FTV UN Equity,2.434545455,2.52,Industrials,,
G CT Equity,0.184285714,0.19,Materials,,
G IM Equity,1.395185185,1.34,Financials,,
G1A GY Equity,1.485,1.48,Industrials,,
GALP PL Equity,0.315714286,0.22,Energy,,
GAS SQ Equity,1.33625,1.345025,Utilities,,
GBLB BB Equity,2.771666667,-2.95,Financials,,
GD UN Equity,9.600833333,9.7,Industrials,,
GE UN Equity,1.19375,0.9,Industrials,,
GEBN SE Equity,14.97916667,14.88,Industrials,,
GEN DC Equity,16.806,19.83,Health Care,,
GENS SP Equity,0.018705882,0.0222,Consumer Discretionary,,
GET FP Equity,0.25,0.37,Industrials,,
GETIB SS Equity,5.57613561,4.90880592,Health Care,,
GFS LN Equity,0.117211111,0.128,Industrials,,
GGR SP Equity,0.029833333,0.0314,Consumer Staples,,
GIB/A CT Equity,3.45625,3.51,Information Technology,,
GIL CT Equity,1.4375,1.47,Consumer Discretionary,,
GILD UW Equity,10.10583333,10.08,Health Care,,
GIS UN Equity,2.831818182,2.83,Consumer Staples,,
GIVN SE Equity,74.67611111,69.95,Materials,,
GJF NO Equity,9.335294118,9.34,Financials,,
GKN LN Equity,0.182625,0.141,Consumer Discretionary,,
GLE FP Equity,4.456111111,4.26,Financials,,
GLEN LN Equity,0.069714286,0.1,Materials,,
GLW UN Equity,2.312,3.526471,Information Technology,,
GM UN Equity,5.948181818,6.12,Consumer Discretionary,,
GOOGL UW Equity,27.91212121,28.32,Information Technology,,
GPC UN Equity,4.59,4.61,Consumer Discretionary,,
GPN UN Equity,3.19,2.05,Information Technology,,
GPS UN Equity,2.21625,2.24,Consumer Discretionary,,
GRA UN Equity,2.083333333,1.34,Materials,,
GRF SQ Equity,0.792777778,0.8,Health Care,,
GRMN UW Equity,2.559,2.71,Consumer Discretionary,,
GS UN Equity,16.206,16.53,Financials,,
GSK LN Equity,0.436936364,0.188,Health Care,,
GT UW Equity,3.833333333,4.81,Consumer Discretionary,,
GWO CT Equity,2.655,2.668,Financials,,
GWW UN Equity,11.227,9.94,Industrials,,
H CT Equity,1.2225,1.21,Utilities,,
HAL UN Equity,-0.045,-6.69,Energy,,
HAS UW Equity,4.102727273,4.4,Consumer Discretionary,,
HBAN UW Equity,0.661111111,0.72,Financials,,
HBI UN Equity,1.466,1.41,Consumer Discretionary,,
HCA UN Equity,6.555,7.53,Health Care,,
HD UN Equity,5.398,5.49,Consumer Discretionary,,
HDS UW Equity,2.738571429,7.47,Industrials,,
HEI GY Equity,4.376923077,3.66,Materials,,
HEIA NA Equity,2.935,2.7,Consumer Staples,,
HEIO NA Equity,2.975,2.7,Consumer Staples,,
HEN3 GY Equity,4.873076923,4.72,Consumer Staples,,
HES UN Equity,-4.977083333,-19.92,Energy,,
HEXAB SS Equity,1.598823529,1.59,Information Technology,,
HFC UN Equity,0.527857143,-1.48,Energy,,
HIG UN Equity,2.35,2.31,Financials,,
HII UN Equity,10.42777778,12.24,Industrials,,
HL/ LN Equity,0.363325,0.374,Financials,,
HLT UN Equity,2.873333333,1.059999106,Consumer Discretionary,,
HMB SS Equity,10.96064516,11.26,Consumer Discretionary,,
HNR1 GY Equity,8.911,9.71,Financials,,
HO FP Equity,3.89,4.49,Industrials,,
HOG UN Equity,3.860714286,3.85,Consumer Discretionary,,
HOLX UW Equity,1.083333333,1.18,Health Care,,
HON UN Equity,6.4775,6.29,Industrials,,
HOT GY Equity,4.825555556,4.98,Industrials,,
HP UN Equity,-0.065,-0.54,Energy,,
HPE UN Equity,2.041111111,1.84,Information Technology,,
HPHT SP Equity,0.201666667,0.1967,Industrials,,
HPQ UN Equity,1.48,1.44,Information Technology,,
HRB UN Equity,1.59,1.5,Consumer Discretionary,,
HRL UN Equity,1.646666667,1.68,Consumer Staples,,
HRS UN Equity,2.76,2.61,Industrials,,
HSBA LN Equity,0.3725,0.07,Financials,,
HSE CT Equity,-0.581818182,0.88,Energy,,
HSIC UW Equity,3.084,3.135,Health Care,,
HSO AT Equity,0.1082,0.104,Health Care,,
HSY UN Equity,3.842857143,3.344313,Consumer Staples,,
HUM UN Equity,7.27,4.11,Health Care,,
HUSQB SS Equity,3.665555556,3.67,Consumer Discretionary,,
HVN AT Equity,0.297633333,0.3136,Consumer Discretionary,,
IAC UW Equity,-1.299411765,-0.52,Information Technology,,
IAG AT Equity,0.3495125,0.2579,Financials,,
IAG CT Equity,4.976,5.22,Financials,,
IAG SQ Equity,0.831363636,0.93,Industrials,,
IBE SQ Equity,0.414210526,0.425173,Utilities,,
IBM UN Equity,12.20583333,12.43,Information Technology,,
ICA SS Equity,16.655,16.97,Consumer Staples,,
ICE UN Equity,2.39375,2.39,Financials,,
ICL IT Equity,0.0796,-0.1,Materials,,
IDXX UW Equity,2.375555556,2.47,Health Care,,
IEX UN Equity,3.704545455,3.57,Industrials,,
IFC CT Equity,4.3925,3.97,Financials,,
IFF UN Equity,5.23,5.07,Materials,,
IFX GY Equity,0.621,0.66,Information Technology,,
IGM CT Equity,3.03,3.19,Financials,,
IGY GY Equity,2.021052632,4.15,Utilities,,
IHG LN Equity,1.939400417,1.953,Consumer Discretionary,,
III LN Equity,0.60935,0.856,Financials,,
ILD FP Equity,6.35,6.84,Telecommunication Services,,
ILMN UW Equity,2.931428571,3.09,Health Care,,
IMB LN Equity,1.41685,0.661,Consumer Staples,,
IMI LN Equity,0.4559,0.483,Industrials,,
IMO CT Equity,0.640666667,2.55,Energy,,
INCY UW Equity,0.615294118,0.55,Health Care,,
INFO UW Equity,0.548666667,0.49,Industrials,,
ING FP Equity,3.745555556,4,Information Technology,,
INGA NA Equity,1.033333333,1.2,Financials,,
INGR UN Equity,6.824,6.7,Consumer Staples,,
INTC UW Equity,2.080625,2.18,Information Technology,,
INTU UW Equity,3.401818182,3.73,Information Technology,,
INVEB SS Equity,14.6,44.09,Financials,,
INVP LN Equity,0.386433333,0.385,Financials,,
IP UN Equity,3.342941176,2.2,Materials,,
IPG UN Equity,1.3525,1.53,Consumer Discretionary,,
IPGP UW Equity,4.855,4.91,Information Technology,,
IPL AT Equity,0.098333333,0.076,Materials,,
IPL CT Equity,1.32,1.31,Energy,,
IPN FP Equity,3.012222222,2.73,Health Care,,
IQV UN Equity,3.371428571,0.77,Health Care,,
IR UN Equity,5.728,5.7,Industrials,,
ISP IM Equity,0.188666667,0.185466,Financials,,
ISRG UW Equity,6.225714286,6.403333333,Health Care,,
ISS DC Equity,12.29111111,12.068862,Industrials,,
IT UN Equity,2.368333333,2.34,Information Technology,,
ITRK LN Equity,1.51087,1.585,Industrials,,
ITV LN Equity,0.122216667,0.112,Consumer Discretionary,,
ITW UN Equity,5.62,5.73,Industrials,,
ITX SQ Equity,0.931388889,0.923,Consumer Discretionary,,
IVZ UN Equity,2.082,2.06,Financials,,
JAZZ UW Equity,6.138571429,6.56,Health Care,,
JBHT UW Equity,3.787692308,3.84,Industrials,,
JCI UN Equity,2.31,-1.3,Industrials,,
JCNC SP Equity,1.7675,1.78,Consumer Discretionary,,
JEC UN Equity,2.20875,1.75,Industrials,,
JHX AT Equity,0.61,0.55,Materials,,
JKHY UW Equity,2.862,3.13,Information Technology,,
JM SP Equity,3.716666667,6.69,Industrials,,
JMAT LN Equity,1.9090625,1.662,Materials,,
JMT PL Equity,0.954615385,0.944,Consumer Staples,,
JNJ UN Equity,5.777142857,6.04,Health Care,,
JNPR UN Equity,1.5,1.55,Information Technology,,
JPM UN Equity,5.923,6.24,Financials,,
JS SP Equity,2.606,4.67,Industrials,,
JWN UN Equity,3.411538462,3.22,Consumer Discretionary,,
K CT Equity,-0.0175,-0.08,Materials,,
K UN Equity,2.892,1.98,Consumer Staples,,
KBC BB Equity,5.368125,5.68,Financials,,
KEP SP Equity,0.506875,0.432,Industrials,,
KER FP Equity,9.209333333,6.46,Consumer Discretionary,,
KEY CT Equity,1.389166667,1.21,Energy,,
KEY UN Equity,0.813,0.81,Financials,,
KGF LN Equity,0.187677778,0.178,Consumer Discretionary,,
KGX GY Equity,2.386666667,2.38,Industrials,,
KHC UW Equity,2.93,2.84,Consumer Staples,,
KINVB SS Equity,-30.39,-12.55,Financials,,
KLAC UW Equity,4.138333333,4.52,Information Technology,,
KMB UN Equity,6.004,6.03,Consumer Staples,,
KMI UN Equity,0.677,0.25,Energy,,
KMX UN Equity,3.033333333,3.07,Consumer Discretionary,,
KN FP Equity,0.369166667,0.41,Financials,,
KNEBV FH Equity,1.964230769,2,Industrials,,
KNIN SE Equity,5.904782609,5.99,Industrials,,
KNX UN Equity,1.596428635,1.541666667,Industrials,,
KO UN Equity,1.745,1.51,Consumer Staples,,
KORS UN Equity,4.418076923,4.5,Consumer Discretionary,,
KPN NA Equity,0.17,0.17,Telecommunication Services,,
KR UN Equity,2.048,2.09,Consumer Staples,,
KSS UN Equity,3.432,3.48,Consumer Discretionary,,
KSU UN Equity,4.415333333,4.44,Industrials,,
KYG ID Equity,3.00625,3.029,Consumer Staples,,
L CT Equity,4.12,2.4,Consumer Staples,,
L UN Equity,1.68,1.93,Financials,,
LB UN Equity,4.122857143,4.3,Consumer Discretionary,,
LBTYA UW Equity,-0.224285714,1.704176,Consumer Discretionary,,
LDO IM Equity,0.6425,0.879,Industrials,,
LDOS UN Equity,2.608333333,2.39,Information Technology,,
LEA UN Equity,13.50181818,13.48,Consumer Discretionary,,
LEG UN Equity,2.585,2.8,Consumer Discretionary,,
LEN UN Equity,3.802142786,4.049019608,Consumer Discretionary,,
LGEN LN Equity,0.211075,0.2122,Financials,,
LH UN Equity,7.05375,7.14,Health Care,,
LHA GY Equity,3.815882353,3.81,Industrials,,
LHN SE Equity,2.856153846,2.96,Materials,,
LII UN Equity,6.56,6.39,Industrials,,
LISN SE Equity,1818.79125,1791.3,Consumer Staples,,
LKQ UW Equity,1.549,1.51,Consumer Discretionary,,
LLL UN Equity,8.06875,9.17,Industrials,,
LLOY LN Equity,0.035041667,0.029,Financials,,
LLY UN Equity,2.612,2.59,Health Care,,
LMT UN Equity,17.06666667,17.71,Industrials,,
LNC UN Equity,5.7975,5.09,Financials,,
LNG UA Equity,-3.565,-2.67,Energy,,
LNR CT Equity,7.55,8.01,Consumer Discretionary,,
LNT UN Equity,1.884,1.64,Utilities,,
LONN SE Equity,6.839119027,5.3076417,Health Care,,
LOW UN Equity,3.304230769,2.73,Consumer Discretionary,,
LR FP Equity,2.121428571,2.359,Industrials,,
LRCX UW Equity,5.13,5.75,Information Technology,,
LSE LN Equity,0.596125,0.435,Financials,,
LSXMA UW Equity,1.2,1.233167,Consumer Discretionary,,
LULU UW Equity,1.84125,1.9,Consumer Discretionary,,
LUMI IT Equity,1.86,1.85,Financials,,
LUN CT Equity,-1.094,-0.92,Materials,,
LUN DC Equity,5.498461538,6.14,Health Care,,
LUPE SS Equity,-1.125,-1.09,Energy,,
LUV UN Equity,3.4675,3.58,Industrials,,
LUX IM Equity,1.690714286,1.77,Consumer Discretionary,,
LVS UN Equity,2.112857143,2.1,Consumer Discretionary,,
LXS GY Equity,2.2775,2.1,Materials,,
LYB UN Equity,9.397142857,9.15,Materials,,
LYV UN Equity,-0.24,-0.23,Consumer Discretionary,,
M UN Equity,3.585,3.26,Consumer Discretionary,,
MA UN Equity,3.701333333,3.7,Information Technology,,
MAERSKB DC Equity,45.19,-93.330809,Industrials,,
MAN GY Equity,1.63,-0.12,Industrials,,
MAN UN Equity,6.091111111,6.33,Industrials,,
MAP SQ Equity,0.238181818,0.25,Financials,,
MAR UW Equity,2.963,2.68,Consumer Discretionary,,
MAS UN Equity,1.5275,1.49,Industrials,,
MAT UW Equity,1.13,0.93,Consumer Discretionary,,
MB IM Equity,0.67,0.71,Financials,,
MC FP Equity,7.951,7.92,Consumer Discretionary,,
MCD UN Equity,5.386666667,5.49,Consumer Discretionary,,
MCHP UW Equity,1.61,1.59,Information Technology,,
MCK UN Equity,10.0175,9.82,Health Care,,
MCO UN Equity,4.713333333,1.38,Financials,,
MCRO LN Equity,0.71,0.745,Information Technology,,
MCY NZ Equity,0.101333333,0.1163,Utilities,,
MDC LN Equity,0.237783333,0.296,Health Care,,
MDLZ UW Equity,1.47,1.07,Consumer Staples,,
MDT UN Equity,2.864545455,2.51,Health Care,,
MEL NZ Equity,0.087333333,0.072,Utilities,,
MELI UW Equity,2.856,3.09,Information Technology,,
MERL LN Equity,0.2,0.208,Consumer Discretionary,,
MET UN Equity,3.816666667,0.63,Financials,,
METSO FH Equity,0.97,0.87,Industrials,,
MF FP Equity,1.55,-8.05,Financials,,
MFC CT Equity,1.755,1.42,Financials,,
MG CT Equity,5.18,5.19,Consumer Discretionary,,
MGGT LN Equity,0.226344444,0.221,Industrials,,
MGM UN Equity,2.021818182,1.94,Consumer Discretionary,,
MHG NO Equity,1.17,1.2,Consumer Staples,,
MHK UN Equity,12.54,12.55,Consumer Discretionary,,
MIC UN Equity,2.05,1.93,Industrials,,
MIDD UW Equity,4.84,4.98,Industrials,,
MKC UN Equity,3.716666667,3.73,Consumer Staples,,
MKL UN Equity,37.64,31.41,Financials,,
MKS LN Equity,0.297666667,0.249,Consumer Discretionary,,
ML FP Equity,8.28,9.21,Consumer Discretionary,,
MLCO UW Equity,0.399,0.348,Consumer Discretionary,,
MLM UN Equity,6.704444444,6.66,Materials,,
MMB FP Equity,0.914,1.36,Consumer Discretionary,,
MMC UN Equity,3.372,3.41,Financials,,
MMM UN Equity,8.158,8.35,Industrials,,
MNDI LN Equity,1.382222222,1.318,Materials,,
MNST UW Equity,1.196666667,1.21,Consumer Staples,,
MO UN Equity,2.69,7.28,Consumer Staples,,
MON UN Equity,3.2775,3.02,Materials,,
MOS UN Equity,0.92,0.85,Materials,,
MPC UN Equity,2.03,2.22,Energy,,
MPL AT Equity,0.151766667,0.152,Financials,,
MQG AT Equity,5.785225,6.192,Financials,,
MRK GY Equity,4.075,3.75,Health Care,,
MRK UN Equity,2.13,1.42,Health Care,,
MRO UN Equity,-1.11,-2.61,Energy,,
MRU CT Equity,2.361538462,2.41,Consumer Staples,,
MRVL UW Equity,-1.048,-1.59,Information Technology,,
MRW LN Equity,0.081725,0.0951,Consumer Staples,,
MS UN Equity,2.7585,2.98,Financials,,
MSCI UN Equity,2.724444444,2.72,Financials,,
MSFT UW Equity,2.117692308,2.12,Information Technology,,
MSI UN Equity,3.675,3.3,Information Technology,,
MT NA Equity,1.587748367,1.860000186,Materials,,
MTB UN Equity,7.832727273,7.8,Financials,,
MTD UN Equity,14.22333333,14.49,Health Care,,
MTN UN Equity,4.126666667,4.13,Consumer Discretionary,,
MTX GY Equity,5.810588235,6.09,Industrials,,
